id,ts,user_id,card_id,amount,merchant,merchant_city,merchant_state,mcc,use_chip,is_fraud
e81561ee-621d-46cc-ad3d-173ac4391a1b,2026-07-23T19:47:27.832607+00:00,156,1,55.45,CVS Pharmacy,Woonsocket,RI,5912,Swipe Transaction,0
01b6b09b-5343-42ae-9554-70052cfb00fc,2026-08-02T21:17:27.832607+00:00,1,4,32.29,Target,Minneapolis,MN,5411,Chip Transaction,0
4ffa34a2-f407-4663-8264-32af56fecd8e,2026-07-18T07:02:27.832607+00:00,225,4,51.39,Walmart,Bentonville,AR,5411,Chip Transaction,0
4d93ffc5-0c90-44b2-b831-a739124866e3,2026-08-09T15:07:27.832607+00:00,243,4,25.99,Apple Store,Cupertino,CA,5732,Swipe Transaction,0
09a8fe39-ce99-411c-a562-c67d091e5114,2026-08-01T18:26:27.832607+00:00,172,2,68.12,Costco,Issaquah,WA,5411,Chip Transaction,0
9317df99-1a04-4adc-9360-c6240f1726fd,2026-07-07T22:07:27.832607+00:00,151,4,11.53,Apple Store,Cupertino,CA,5732,Chip Transaction,0
2c35cd24-9741-4f6a-855a-a38f0252f122,2026-07-26T20:28:27.832607+00:00,232,0,4.07,Amazon,Seattle,WA,5942,Chip Transaction,0
db3c14c9-57db-4e53-8bfe-848fc201a04f,2026-07-17T17:20:27.832607+00:00,186,4,12.62,Starbucks,Seattle,WA,5814,Chip Transaction,0
9a80a0e9-8927-4c6b-89fe-6c87dbbe2a7b,2026-06-25T08:24:27.832607+00:00,169,3,22.87,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
e38773b5-31e0-425f-8150-f37a6c2d001e,2026-07-15T13:11:27.832607+00:00,187,2,47.93,Apple Store,Cupertino,CA,5732,Chip Transaction,0
684edb9c-9a10-4822-983e-6e8e18c57012,2026-08-06T20:27:27.832607+00:00,119,1,26.18,Starbucks,Seattle,WA,5814,Chip Transaction,0
3e2a5c09-51a0-4e47-9425-b7ab5a63e365,2026-08-09T22:29:27.832607+00:00,24,1,40.91,Costco,Issaquah,WA,5411,Chip Transaction,0
6f58029a-5389-4b86-8e23-8e202b5f3091,2026-08-01T15:51:27.832607+00:00,98,0,11.73,Apple Store,Cupertino,CA,5732,Chip Transaction,0
2f18a20f-7f6c-40fa-92c5-5cc989a7b374,2026-07-12T06:16:27.832607+00:00,188,4,45.42,CVS Pharmacy,Woonsocket,RI,5912,Swipe Transaction,0
2cfe5586-9e8e-4095-9fca-8ee9a2b81cea,2026-07-03T12:01:27.832607+00:00,13,4,36.15,Shell,Houston,TX,5541,Chip Transaction,0
f562d2df-cf45-4fd3-916e-cc5254e6a50e,2026-07-04T09:36:27.832607+00:00,218,1,25.82,Costco,Issaquah,WA,5411,Chip Transaction,0
b695b233-10fb-4a1d-8e13-e63102bd279d,2026-08-10T13:28:27.832607+00:00,146,1,62.61,McDonald's,Chicago,IL,5814,Online Transaction,0
abfd2acc-ef21-40b3-9f5f-9efd5639cbbf,2026-06-25T02:29:27.832607+00:00,172,2,28.43,Best Buy,Richfield,MN,5732,Chip Transaction,0
ab3d68c4-b8ec-4e93-98cf-2b7a6c419310,2026-07-26T01:44:27.832607+00:00,193,0,35.83,Target,Minneapolis,MN,5411,Chip Transaction,0
2c179464-8525-4805-9fce-09065d848907,2026-08-15T22:49:27.832607+00:00,226,0,13.43,Best Buy,Richfield,MN,5732,Online Transaction,0
201cb199-eac0-4206-9eb9-374e685ae228,2026-07-25T13:31:27.832607+00:00,207,4,19.91,Target,Minneapolis,MN,5411,Chip Transaction,0
3b848a61-e277-4ec5-b52e-669cbd501948,2026-08-16T02:04:27.832607+00:00,35,2,9.77,Home Depot,Atlanta,GA,5200,Online Transaction,0
9b1fba4c-5a8c-4450-b8a5-e8ceb733c584,2026-08-06T07:00:27.832607+00:00,184,2,27.47,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
d0f27c9d-20e9-4b38-8fdd-c61ee9db8a56,2026-07-29T06:24:27.832607+00:00,217,0,12.03,Costco,Issaquah,WA,5411,Online Transaction,0
832e10ea-2b48-4787-a6f6-0350b1b71978,2026-08-08T09:32:27.832607+00:00,190,3,77.75,Costco,Issaquah,WA,5411,Chip Transaction,0
88cf765e-bb7e-484b-88a5-d50ac30d4ec1,2026-06-27T14:00:27.832607+00:00,38,3,37.55,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
dc8727c1-ed23-4750-a47b-9df674c2fd98,2026-08-05T04:45:27.832607+00:00,200,4,13.51,Uber,San Francisco,CA,4121,Chip Transaction,0
c4552a3e-cf3e-4343-bb5f-8f91b2171723,2026-07-10T19:25:27.832607+00:00,28,3,47.2,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
ee4181ff-c913-4884-a85c-cda9dc9b157e,2026-08-13T06:34:27.832607+00:00,58,0,6.73,Starbucks,Seattle,WA,5814,Online Transaction,0
3a5a533d-154e-4531-abe6-5ed44486f612,2026-07-30T05:16:27.832607+00:00,216,4,9.48,Shell,Houston,TX,5541,Chip Transaction,0
d0935e5e-8b7a-4d6e-9c0d-1e1ec27f0350,2026-07-17T15:45:27.832607+00:00,68,0,53.95,Walmart,Bentonville,AR,5411,Swipe Transaction,0
292854d8-253e-4243-af1c-d45da23d27f2,2026-08-06T22:21:27.832607+00:00,131,0,41.02,Uber,San Francisco,CA,4121,Swipe Transaction,0
92cabae5-b38e-4ff0-8e52-55fbe35ff5a5,2026-07-12T17:41:27.832607+00:00,237,4,6.68,Starbucks,Seattle,WA,5814,Chip Transaction,0
19087fda-fe0d-4cf1-8c02-fa1097f84e6c,2026-07-29T20:44:27.832607+00:00,231,2,43.16,Walmart,Bentonville,AR,5411,Chip Transaction,0
f01e4f14-af9a-40e7-8268-9df1b38daf55,2026-07-01T15:20:27.832607+00:00,50,3,10.11,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
279effb3-fa99-4b9a-b5fb-d9c805ce6210,2026-07-13T06:54:27.832607+00:00,214,0,7.63,Whole Foods,Austin,TX,5411,Chip Transaction,0
5e10f675-bb71-4971-a501-de937cb2a13f,2026-07-20T03:20:27.832607+00:00,114,3,75.32,Netflix,Los Gatos,CA,4899,Chip Transaction,0
910e3a02-fe1d-43bc-8fc9-d310d4b420b4,2026-07-28T08:19:27.832607+00:00,210,1,26.18,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
0535db03-212e-47b0-b31e-0fd747e9455e,2026-07-19T13:02:27.832607+00:00,148,1,52.52,Starbucks,Seattle,WA,5814,Online Transaction,0
4b4fd815-c448-4c65-9fc8-d62e3858424b,2026-07-12T20:21:27.832607+00:00,221,0,4.3,Starbucks,Seattle,WA,5814,Online Transaction,0
d989bb84-d146-4abd-a9b5-65e4e0fc4502,2026-07-09T02:25:27.832607+00:00,64,0,106.36,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
466d17bd-17cf-4094-917b-c64bf30de413,2026-07-06T06:00:27.832607+00:00,157,4,468.65,Apple Store,Cupertino,CA,5732,Online Transaction,0
339e2c54-7380-499e-b1c3-16ecd40ab888,2026-07-08T22:56:27.832607+00:00,116,2,22.21,Home Depot,Atlanta,GA,5200,Online Transaction,0
52a5cf76-3737-4215-b3ef-013bcc91a336,2026-07-25T07:03:27.832607+00:00,71,3,57.82,Shell,Houston,TX,5541,Swipe Transaction,0
5c0c2ec4-51b3-46f7-8beb-34483507abda,2026-08-09T17:54:27.832607+00:00,36,1,14.61,Starbucks,Seattle,WA,5814,Chip Transaction,0
9916f1d7-8f95-4ee8-bd72-b543529ab8d7,2026-07-26T17:58:27.832607+00:00,139,3,34.49,Target,Minneapolis,MN,5411,Chip Transaction,0
171d0ee1-ebc4-4bfa-a0e6-0aed3aaa2141,2026-07-09T22:53:27.832607+00:00,179,0,6.72,Costco,Issaquah,WA,5411,Swipe Transaction,0
783b5dee-68cd-446e-b837-aa1f344a61ce,2026-06-25T09:33:27.832607+00:00,229,3,65.01,Amazon,Seattle,WA,5942,Chip Transaction,0
8f31d80f-3a1f-4ca9-848f-2bfc7fb028d8,2026-06-28T19:24:27.832607+00:00,100,2,23.93,Home Depot,Atlanta,GA,5200,Chip Transaction,0
c02a4afc-f47d-4433-97ea-8fea981cf0cf,2026-07-10T23:55:27.832607+00:00,7,3,23.16,Costco,Issaquah,WA,5411,Swipe Transaction,0
b534c609-ff28-491d-84d2-b08305763353,2026-06-23T22:09:27.832607+00:00,47,0,7.97,Amazon,Seattle,WA,5942,Online Transaction,0
d10f594f-cedf-49cf-9cd8-1c412ee136b1,2026-07-24T02:50:27.832607+00:00,72,3,22.07,Starbucks,Seattle,WA,5814,Online Transaction,0
31274875-5f2a-43d9-b851-62ed350ab61b,2026-07-24T20:04:27.832607+00:00,194,0,70.79,Apple Store,Cupertino,CA,5732,Swipe Transaction,0
16a71272-0cdd-4271-a01d-2d541a52a31b,2026-07-25T06:58:27.832607+00:00,30,4,31.38,Amazon,Seattle,WA,5942,Chip Transaction,0
ebc5c10e-14cf-440e-a97e-7d44fb46e922,2026-07-27T23:00:27.832607+00:00,192,0,40.25,Shell,Houston,TX,5541,Swipe Transaction,0
d50f6b9c-c76e-4f33-a3ee-c24a25f92f57,2026-08-01T21:24:27.832607+00:00,233,3,135.42,Walmart,Bentonville,AR,5411,Swipe Transaction,0
5141fb85-77a8-4a89-a140-ae71fce8b817,2026-07-11T16:39:27.832607+00:00,218,4,30.53,Starbucks,Seattle,WA,5814,Swipe Transaction,0
ca53ed33-49d6-452e-a2bf-0f5e8d1e5368,2026-08-05T18:43:27.832607+00:00,95,0,47.87,Best Buy,Richfield,MN,5732,Chip Transaction,0
7bb60a10-450b-41b4-a13b-5d8a0520abe5,2026-07-01T17:52:27.832607+00:00,112,1,83.27,Amazon,Seattle,WA,5942,Swipe Transaction,0
5ba62767-7002-4e32-8c20-6cb7ea606494,2026-06-30T07:23:27.832607+00:00,120,3,227.34,Shell,Houston,TX,5541,Swipe Transaction,0
a3c877df-f2f9-4503-baa1-ea9e1e8d8c33,2026-06-23T20:53:27.832607+00:00,146,4,13.18,Costco,Issaquah,WA,5411,Swipe Transaction,0
aa01d9f7-70a0-4715-b5a5-7c42949fbe0c,2026-07-13T07:15:27.832607+00:00,205,2,47.57,Apple Store,Cupertino,CA,5732,Chip Transaction,0
4bd689ad-47cb-487f-b07e-6cab64ae40f7,2026-07-16T19:41:27.832607+00:00,243,1,37.68,Best Buy,Richfield,MN,5732,Chip Transaction,0
cf8647d0-bd03-4dd8-add9-f05749c63625,2026-08-09T00:08:27.832607+00:00,166,3,22.81,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
8e87b90e-b137-4630-a405-9d7b21a9950c,2026-07-07T00:06:27.832607+00:00,170,4,14.39,Walmart,Bentonville,AR,5411,Chip Transaction,0
cfaa1c36-355c-4836-b778-1f582db90088,2026-07-14T05:01:27.832607+00:00,79,2,27.66,Home Depot,Atlanta,GA,5200,Chip Transaction,0
4104f574-a2a9-40c1-b68c-ec9f762eb5ce,2026-07-26T19:32:27.832607+00:00,177,1,8.1,Starbucks,Seattle,WA,5814,Online Transaction,0
43e7c511-1138-44e0-85bb-f31cd940fd1d,2026-07-30T08:44:27.832607+00:00,153,2,10.58,Apple Store,Cupertino,CA,5732,Swipe Transaction,0
b7d8fbae-7f66-4131-939f-b8e2c577017a,2026-08-07T15:33:27.832607+00:00,137,1,14.69,Shell,Houston,TX,5541,Chip Transaction,0
642a75e2-2f19-4181-8759-b4a74c16b576,2026-07-22T19:55:27.832607+00:00,223,3,32.21,Amazon,Seattle,WA,5942,Chip Transaction,0
eaf1a161-d358-4337-b6ed-a1b26a472d13,2026-08-07T11:03:27.832607+00:00,248,0,12.95,Best Buy,Richfield,MN,5732,Chip Transaction,0
002f3241-f6d3-45d6-9b2a-bb2ba6a91fb3,2026-07-24T19:37:27.832607+00:00,39,1,23.8,Apple Store,Cupertino,CA,5732,Swipe Transaction,0
34a81252-07fa-4680-b679-9edbe355bf5a,2026-06-26T13:37:27.832607+00:00,58,4,69.21,Walmart,Bentonville,AR,5411,Swipe Transaction,0
b90cc94c-9328-40d8-9296-a5bd77b3d498,2026-07-13T04:13:27.832607+00:00,146,4,11.47,Apple Store,Cupertino,CA,5732,Chip Transaction,0
cc9e2afb-0fea-4b44-914f-d8c68fe44750,2026-08-11T07:35:27.832607+00:00,62,1,31.93,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
b3c0b87e-7399-495c-84e2-945864464f4a,2026-06-27T13:19:27.832607+00:00,9,1,15.57,Amazon,Seattle,WA,5942,Chip Transaction,0
f1f8a94f-f776-4811-b433-99f8228f07bf,2026-07-21T13:47:27.832607+00:00,151,1,14.02,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
0b400818-2ca6-4b5b-8512-253b5e523a05,2026-07-09T02:26:27.832607+00:00,19,0,295.53,Starbucks,Seattle,WA,5814,Online Transaction,0
c3bf4c74-89c1-4c08-8aaf-17c462acbf6e,2026-08-01T16:42:27.832607+00:00,32,3,59.88,Best Buy,Richfield,MN,5732,Chip Transaction,0
6b94bd36-c832-43c6-be64-b82480da7c27,2026-07-20T02:52:27.832607+00:00,11,3,24.57,Shell,Houston,TX,5541,Chip Transaction,0
c3abd522-84d1-4971-80a6-475b0df6b96a,2026-07-18T11:02:27.832607+00:00,196,2,83.19,Amazon,Seattle,WA,5942,Online Transaction,0
877f2319-5f05-483a-a8f6-354c6b7afd07,2026-06-25T08:20:27.832607+00:00,72,1,8.65,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
68530053-067d-44b4-97e1-1885c05656aa,2026-06-24T12:29:27.832607+00:00,86,2,24.19,Costco,Issaquah,WA,5411,Chip Transaction,0
727369a4-d7bd-4abd-9247-2b788d9921f4,2026-08-07T06:39:27.832607+00:00,103,4,18.72,Uber,San Francisco,CA,4121,Swipe Transaction,0
a801d18e-b3a3-4cc4-9dfa-618c60caf2bd,2026-08-13T11:00:27.832607+00:00,222,4,15.92,Uber,San Francisco,CA,4121,Swipe Transaction,0
7990ca0e-bb42-4f8f-aea9-48fcccaf9dd7,2026-08-16T16:39:27.832607+00:00,160,3,23.06,Home Depot,Atlanta,GA,5200,Chip Transaction,0
4da65d57-c3d2-4aa3-9ba0-806cec96101b,2026-06-20T20:56:27.832607+00:00,113,3,8.89,Amazon,Seattle,WA,5942,Online Transaction,0
f70a85a4-a4ec-413e-b4ce-b6969453a97e,2026-08-05T17:54:27.832607+00:00,4,4,5558.92,AnonymousGiftCards,Panama City,FOREIGN,5947,Online Transaction,1
9efb6f6a-f598-4c5f-8d91-2ccae59c77ae,2026-07-10T15:53:27.832607+00:00,214,1,80.14,Costco,Issaquah,WA,5411,Chip Transaction,0
003810f0-4d29-4ac3-880f-7e9126bfc0e5,2026-07-02T10:26:27.832607+00:00,121,1,25.0,Shell,Houston,TX,5541,Online Transaction,0
1de35a4d-ca1a-467d-8623-e5f0ce21fd4c,2026-07-06T05:18:27.832607+00:00,35,0,7.45,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
1031c253-fd60-4eb9-89a8-632a9b42a322,2026-07-22T15:41:27.832607+00:00,211,0,3.33,Costco,Issaquah,WA,5411,Chip Transaction,0
25fe0230-02e1-42e9-ac62-f2d0d38a100d,2026-07-22T01:17:27.832607+00:00,89,2,24.08,Costco,Issaquah,WA,5411,Chip Transaction,0
96ae470e-64f1-49ec-beba-eadefa772305,2026-06-27T13:29:27.832607+00:00,179,1,22.16,Netflix,Los Gatos,CA,4899,Chip Transaction,0
97d09cc4-0c92-4fac-9e7a-b3d08c3a8d65,2026-06-25T18:03:27.832607+00:00,99,1,88.39,Costco,Issaquah,WA,5411,Online Transaction,0
3a077d2a-1ee0-46ef-ac1d-ca7b8b3a200f,2026-07-02T17:06:27.832607+00:00,224,3,24.75,Target,Minneapolis,MN,5411,Online Transaction,0
5eeb0a2f-b967-41b0-bff3-ce0fade8702b,2026-08-07T17:20:27.832607+00:00,21,2,9.37,Apple Store,Cupertino,CA,5732,Chip Transaction,0
ba727de6-3a58-49d6-a52d-5a4798cfa326,2026-06-29T05:27:27.832607+00:00,139,0,139.67,Uber,San Francisco,CA,4121,Chip Transaction,0
fef8cfcd-51a8-43b1-98c5-1ce990da92d3,2026-06-21T14:18:27.832607+00:00,24,3,36.58,McDonald's,Chicago,IL,5814,Chip Transaction,0
d0189d29-103d-4312-adef-24e5897313cc,2026-08-07T20:06:27.832607+00:00,232,0,68.99,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
ec57c7d7-ca7a-41ba-95e2-c8ea45e961b2,2026-08-12T14:41:27.832607+00:00,136,3,14.73,Amazon,Seattle,WA,5942,Chip Transaction,0
683daf56-6f52-477e-95a4-c9a37c496d4f,2026-06-26T06:52:27.832607+00:00,234,4,110.57,Target,Minneapolis,MN,5411,Chip Transaction,0
4b93ca7b-beda-4cff-85a2-0b308fb28904,2026-08-03T18:31:27.832607+00:00,206,3,14.73,McDonald's,Chicago,IL,5814,Chip Transaction,0
56468968-8b72-4077-bb35-1525d4495d58,2026-07-21T14:49:27.832607+00:00,219,3,22.3,Target,Minneapolis,MN,5411,Online Transaction,0
8af85f83-dfe3-4c23-80eb-880d9b28c639,2026-08-07T02:10:27.832607+00:00,6,3,18.01,Best Buy,Richfield,MN,5732,Swipe Transaction,0
b2939137-4eb5-4dd0-a667-79d1521e9d4e,2026-07-22T19:33:27.832607+00:00,57,1,1390.36,CryptoExchange OU,Tallinn,FOREIGN,6051,Online Transaction,1
b80eb219-9dd0-43a0-8374-801eb7405212,2026-06-21T06:48:27.832607+00:00,161,0,66.74,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
3a87a16b-2cf4-48f9-a790-210e7e456aa1,2026-06-20T16:27:27.832607+00:00,84,3,19.29,Shell,Houston,TX,5541,Online Transaction,0
d08559c0-f979-4cf9-9022-6483a78f4716,2026-07-31T19:28:27.832607+00:00,234,2,207.29,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
245aec1f-3131-40a9-b9e0-6bb98357b55b,2026-08-01T19:42:27.832607+00:00,120,0,2.14,Costco,Issaquah,WA,5411,Online Transaction,0
962b61da-91fa-45dc-b76b-ca7f10387e03,2026-08-03T23:40:27.832607+00:00,248,4,184.24,Starbucks,Seattle,WA,5814,Online Transaction,0
fa2a4147-bf83-45c0-a72a-84f9a8b7b285,2026-07-14T12:07:27.832607+00:00,150,3,19.82,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
97a39c79-2518-4a2f-bc2e-e759a52adbd7,2026-06-19T16:14:27.832607+00:00,242,4,40.88,Walmart,Bentonville,AR,5411,Swipe Transaction,0
8add97ae-bb64-4d16-a45c-d9c56050fb29,2026-07-17T22:37:27.832607+00:00,180,2,45.85,Starbucks,Seattle,WA,5814,Chip Transaction,0
f49ef1b4-c87c-44da-84e9-175d8b746cc7,2026-06-18T16:52:27.832607+00:00,95,4,10.12,Target,Minneapolis,MN,5411,Chip Transaction,0
33d07c24-ce19-4047-a1a9-de2be295c4cd,2026-07-09T15:34:27.832607+00:00,126,4,9.86,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
ebe1fa9b-fda1-44f4-8697-e218340efb1a,2026-07-10T15:37:27.832607+00:00,244,1,7.8,Shell,Houston,TX,5541,Chip Transaction,0
cd31f475-f1e1-491d-911b-9d38eb8fbd08,2026-07-14T18:52:27.832607+00:00,16,3,3.05,McDonald's,Chicago,IL,5814,Swipe Transaction,0
f31b3420-4624-4d99-a4d6-afe2b16ee5fd,2026-07-22T16:29:27.832607+00:00,249,0,11.02,Walmart,Bentonville,AR,5411,Swipe Transaction,0
3032d528-01df-41df-ae08-6ae7d9ea79ca,2026-08-12T04:40:27.832607+00:00,60,2,30.03,Starbucks,Seattle,WA,5814,Online Transaction,0
6230a9b1-0e8d-4939-94f1-1b7c0f99e3db,2026-08-03T08:49:27.832607+00:00,45,0,13.06,Best Buy,Richfield,MN,5732,Chip Transaction,0
34d7ef1f-b81e-4853-a328-aaae74ce10b6,2026-08-14T10:50:27.832607+00:00,45,2,44.15,Uber,San Francisco,CA,4121,Chip Transaction,0
f4bd66a1-c657-42f6-99f3-95cbf94500cd,2026-08-12T00:41:27.832607+00:00,200,2,28.74,Netflix,Los Gatos,CA,4899,Chip Transaction,0
51a115bf-891f-4688-980b-1f52d1ba9d94,2026-07-01T01:58:27.832607+00:00,201,4,27.35,Apple Store,Cupertino,CA,5732,Chip Transaction,0
7dbb883f-d0e2-4e36-b9f6-0e764f3380c1,2026-07-20T08:14:27.832607+00:00,176,0,6.68,Amazon,Seattle,WA,5942,Chip Transaction,0
250bcc60-1c39-4bf4-b782-409f852684b8,2026-07-03T04:09:27.832607+00:00,163,4,29.34,Apple Store,Cupertino,CA,5732,Chip Transaction,0
f9e80545-8ceb-4d26-af13-c99fd66102d5,2026-06-27T21:15:27.832607+00:00,180,0,20.47,Netflix,Los Gatos,CA,4899,Chip Transaction,0
8fa3d19a-a2a1-4c15-8949-da804f41b287,2026-06-18T04:55:27.832607+00:00,228,1,44.22,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
d4a965b1-a097-4603-a778-348e75b060a9,2026-07-10T03:10:27.832607+00:00,81,2,13.76,Apple Store,Cupertino,CA,5732,Chip Transaction,0
29a77320-180d-4285-a9fd-7165d6a2744a,2026-07-13T17:29:27.832607+00:00,144,4,72.61,McDonald's,Chicago,IL,5814,Swipe Transaction,0
040e6e8c-cc11-4bb2-812c-788ebc1be8b2,2026-07-17T19:02:27.832607+00:00,223,0,12.49,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
30f5f5d4-56df-448b-984d-e8f3e1667fc1,2026-07-21T14:49:27.832607+00:00,124,1,7.08,Uber,San Francisco,CA,4121,Chip Transaction,0
7d377d29-88d1-49d5-855f-e969b9ad2ad8,2026-08-06T22:45:27.832607+00:00,207,3,10.37,Home Depot,Atlanta,GA,5200,Swipe Transaction,0
899e469b-0bfc-4183-b10a-439b82e590db,2026-06-26T17:43:27.832607+00:00,156,2,43.74,Costco,Issaquah,WA,5411,Swipe Transaction,0
34818d48-cb4e-4aa2-9cf3-06937cba9819,2026-08-14T03:55:27.832607+00:00,169,3,18.52,Delta Airlines,Atlanta,GA,4511,Chip Transaction,0
d68447c1-a2d2-48d6-bb25-75309385c638,2026-08-10T11:09:27.832607+00:00,41,2,26.46,McDonald's,Chicago,IL,5814,Chip Transaction,0
e0eacfd0-7672-435b-8870-1b409acce27c,2026-07-19T10:23:27.832607+00:00,40,1,132.67,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
37f74c8f-7f32-40fa-98d7-7cf9c780c1d2,2026-06-21T13:28:27.832607+00:00,114,3,8.66,Walmart,Bentonville,AR,5411,Chip Transaction,0
c394fb88-d0cd-4804-bb4d-0b7626024636,2026-07-22T22:25:27.832607+00:00,174,4,8.62,Home Depot,Atlanta,GA,5200,Chip Transaction,0
be10f39e-d5da-4b78-b8f4-faeecfb814cc,2026-07-03T12:06:27.832607+00:00,2,1,7.69,Shell,Houston,TX,5541,Swipe Transaction,0
477244ec-8e5d-49bd-b7f3-92fa58ae9a16,2026-07-20T08:42:27.832607+00:00,2,3,11.56,CVS Pharmacy,Woonsocket,RI,5912,Chip Transaction,0
280e2185-0736-46a2-ad26-ff55386f2a8a,2026-07-08T14:23:27.832607+00:00,172,2,26.19,Netflix,Los Gatos,CA,4899,Swipe Transaction,0
188324ec-2d41-4112-b68c-6514fa7242fb,2026-08-10T05:42:27.832607+00:00,107,2,32.27,Delta Airlines,Atlanta,GA,4511,Swipe Transaction,0
b4361cfb-ef9c-4e2d-aa1e-9aa530dfffb2,2026-08-06T07:33:27.832607+00:00,112,0,20.12,Uber,San Francisco,CA,4121,Chip Transaction,0
7800a784-005d-4afa-8ccd-5c3bcb76dcdb,2026-07-25T15:38:27.832607+00:00,87,1,26.08,Netflix,Los Gatos,CA,4899,Chip Transaction,0
eaf846cf-fdfe-4835-9531-4c3eddc570f7,2026-07-17T11:34:27.832607+00:00,232,2,24.98,Walmart,Bentonville,AR,5411,Chip Transaction,0
36f27d5d-1f69-47e4-82c7-e9e62e047029,2026-07-15T20:10:27.832607+00:00,66,1,31.93,Costco,Issaquah,WA,5411,Chip Transaction,0
20304c99-f991-491c-b03c-f1f37ffd55f7,2026-08-01T00:09:27.832607+00:00,161,3,37.82,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
3e50766f-f444-4ab8-8845-951e4ae1264d,2026-07-05T13:38:27.832607+00:00,165,4,36.05,CVS Pharmacy,Woonsocket,RI,5912,Online Transaction,0
c8cde85e-5c61-41fd-838d-d8cd3fe814b0,2026-07-18T09:06:27.832607+00:00,162,2,14.78,McDonald's,Chicago,IL,5814,Chip Transaction,0
4f99cf02-1f3a-48a0-88ab-7f0ef0b5d35c,2026-07-22T19:07:27.832607+00:00,15,2,24.94,Uber,San Francisco,CA,4121,Chip Transaction,0
319e26b0-b8f7-44b8-9f73-c180bb1c839d,2026-07-21T16:02:27.832607+00:00,245,0,31.06,Costco,Issaquah,WA,5411,Swipe Transaction,0
